temperature,rainfall,humidity,population,water_level,pH,turbidity,flow_rate,district,month,year,day_of_week,season,is_weekend,is_holiday,income_level,industrial_activity,tourism,pipe_age,leakage_rate,storage_capacity,forecast_rainfall,forecast_temperature,demand_lag_1m,demand_lag_3m,demand_lag_6m,demand
22.9,129.7,62.0,140636,89.9,7.22,1.06,14.4,Ubungo,10,2018,0,Dry,0,0,3,36,14,30,31.3,388072,73.5,22.7,296961,147602,1302741,404876
34.6,263.0,62.0,382990,104.1,6.65,4.38,50.3,Ubungo,11,2018,3,Rainy,0,1,3,36,14,30,31.3,388072,316.0,32.9,404876,720944,761968,877394
30.0,56.4,40.0,297312,130.8,6.8,2.85,85.7,Ubungo,12,2018,5,Short Rains,1,0,3,36,14,30,31.3,388072,68.3,29.6,877394,296961,555211,755332
27.7,67.6,45.6,361717,177.1,8.2,4.53,62.5,Ubungo,1,2019,1,Hot,0,0,3,36,14,30,31.3,388072,42.3,26.3,755332,404876,147602,1091161
28.6,135.6,52.4,114097,197.8,7.55,3.83,92.1,Ubungo,2,2019,4,Hot,0,0,3,36,14,30,31.3,388072,154.9,29.0,1091161,877394,720944,398093
21.6,150.5,52.4,188949,66.1,7.06,0.77,18.1,Ubungo,3,2019,4,Rainy,0,0,3,36,14,30,31.3,388072,193.8,21.8,398093,755332,296961,594796
29.6,113.0,40.9,212683,169.3,6.91,1.73,15.4,Ubungo,4,2019,0,Rainy,0,0,3,36,14,30,31.3,388072,80.7,30.9,594796,1091161,404876,767885
20.7,298.6,83.2,272529,70.9,7.27,1.78,51.5,Ubungo,5,2019,2,Rainy,0,0,3,36,14,30,31.3,388072,344.2,20.5,767885,398093,877394,677155
26.4,154.1,49.6,175329,110.8,8.29,1.87,27.9,Ubungo,6,2019,5,Dry,1,0,3,36,14,30,31.3,388072,175.6,26.0,677155,594796,755332,378502
23.4,208.6,56.4,351485,62.2,7.53,4.94,98.0,Ubungo,7,2019,0,Dry,0,0,3,36,14,30,31.3,388072,241.4,22.3,378502,767885,1091161,1076911
26.8,167.8,52.1,382153,65.4,8.06,4.41,71.5,Ubungo,8,2019,3,Dry,0,0,3,36,14,30,31.3,388072,173.7,25.6,1076911,677155,398093,944990
34.4,3.5,40.2,412262,28.2,6.93,2.03,21.9,Ubungo,9,2019,6,Dry,1,0,3,36,14,30,31.3,388072,2.9,34.2,944990,378502,594796,1371832
26.9,195.7,50.3,258003,36.2,8.26,4.09,13.1,Ubungo,10,2019,1,Dry,0,0,3,36,14,30,31.3,388072,265.0,27.9,1371832,1076911,767885,588622
27.9,22.6,73.8,457135,148.7,6.56,2.81,82.0,Ubungo,11,2019,4,Rainy,0,0,3,36,14,30,31.3,388072,22.9,27.7,588622,944990,677155,1639257
26.1,216.5,56.3,320272,73.5,7.67,2.47,18.0,Ubungo,12,2019,6,Short Rains,1,0,3,36,14,30,31.3,388072,177.7,27.2,1639257,1371832,378502,919135
30.4,199.2,93.0,436452,69.2,7.07,2.53,55.2,Ubungo,1,2020,2,Hot,0,0,3,36,14,30,31.3,388072,195.5,30.2,919135,588622,1076911,1591339
21.1,128.6,76.6,375321,16.3,7.65,1.82,55.4,Ubungo,2,2020,5,Hot,1,0,3,36,14,30,31.3,388072,167.6,21.4,1591339,1639257,944990,882261
26.7,122.3,91.5,102018,188.6,7.08,1.51,54.1,Ubungo,3,2020,6,Rainy,1,0,3,36,14,30,31.3,388072,112.5,26.5,882261,919135,1371832,322416
34.9,230.2,86.5,104866,145.6,8.01,4.17,66.4,Ubungo,4,2020,2,Rainy,0,0,3,36,14,30,31.3,388072,251.6,34.6,322416,1591339,588622,196171
23.2,123.3,83.1,136014,48.5,8.43,2.77,20.7,Ubungo,5,2020,4,Rainy,0,0,3,36,14,30,31.3,388072,135.1,23.8,196171,882261,1639257,451049
30.5,32.0,90.2,230019,192.4,6.81,2.9,28.5,Ubungo,6,2020,0,Dry,0,0,3,36,14,30,31.3,388072,19.6,31.7,451049,322416,919135,878328
29.3,67.1,61.0,437567,175.4,6.95,4.72,95.0,Ubungo,7,2020,2,Dry,0,0,3,36,14,30,31.3,388072,60.1,30.7,878328,196171,1591339,1373849
26.2,154.1,42.3,390040,196.5,8.12,1.7,15.4,Ubungo,8,2020,5,Dry,1,1,3,36,14,30,31.3,388072,146.4,26.7,1373849,451049,882261,1018468
32.0,4.0,56.9,194051,167.4,7.32,4.37,77.0,Ubungo,9,2020,1,Dry,0,0,3,36,14,30,31.3,388072,5.0,30.9,1018468,878328,322416,763831
27.2,211.7,55.8,386029,80.6,7.43,0.56,43.0,Ubungo,10,2020,3,Dry,0,0,3,36,14,30,31.3,388072,302.5,26.6,763831,1373849,196171,905584
24.8,68.8,56.7,234239,190.5,6.81,1.78,44.5,Ubungo,11,2020,6,Rainy,1,0,3,36,14,30,31.3,388072,37.8,24.9,905584,1018468,451049,655498
27.1,142.8,51.4,95848,110.3,7.85,2.46,93.5,Ubungo,12,2020,1,Short Rains,0,0,3,36,14,30,31.3,388072,101.9,27.8,655498,763831,878328,205838
24.1,286.5,67.9,510824,106.4,7.11,2.21,22.4,Ubungo,1,2021,4,Hot,0,0,3,36,14,30,31.3,388072,256.9,24.5,205838,905584,1373849,1861974
27.4,180.8,94.5,152404,95.5,7.57,3.55,41.4,Ubungo,2,2021,0,Hot,0,0,3,36,14,30,31.3,388072,223.4,27.7,1861974,655498,1018468,478303
24.3,49.4,41.8,389862,31.9,8.45,4.03,13.6,Ubungo,3,2021,0,Rainy,0,0,3,36,14,30,31.3,388072,68.6,25.1,478303,205838,763831,1453651
33.8,76.0,89.0,144928,45.3,7.05,4.04,87.8,Ubungo,4,2021,3,Rainy,0,0,3,36,14,30,31.3,388072,88.1,33.5,1453651,1861974,905584,384149
33.8,222.3,59.5,307564,159.6,6.85,1.6,60.3,Ubungo,5,2021,5,Rainy,1,0,3,36,14,30,31.3,388072,212.8,33.6,384149,478303,655498,802772
25.2,65.4,59.0,401879,171.0,6.64,0.79,10.8,Ubungo,6,2021,1,Dry,0,0,3,36,14,30,31.3,388072,36.6,26.1,802772,1453651,205838,1164810
26.9,41.7,69.8,132809,57.7,6.86,4.22,72.0,Ubungo,7,2021,3,Dry,0,0,3,36,14,30,31.3,388072,62.5,26.1,1164810,384149,1861974,342816
29.6,0.2,76.0,503209,130.2,8.33,1.25,51.3,Ubungo,8,2021,6,Dry,1,0,3,36,14,30,31.3,388072,0.2,29.8,342816,802772,478303,1860319
32.1,12.8,61.0,298833,181.3,7.3,2.31,41.8,Ubungo,9,2021,2,Dry,0,0,3,36,14,30,31.3,388072,16.3,30.9,1860319,1164810,1453651,1032932
34.7,158.9,42.1,299627,80.8,7.31,1.56,88.0,Ubungo,10,2021,4,Dry,0,0,3,36,14,30,31.3,388072,141.3,33.6,1032932,342816,384149,699176
26.5,43.3,52.7,98523,193.8,7.96,3.36,27.3,Ubungo,11,2021,0,Rainy,0,0,3,36,14,30,31.3,388072,62.2,27.6,699176,1860319,802772,340425
31.0,232.1,71.1,418055,51.4,7.09,1.96,17.4,Ubungo,12,2021,2,Short Rains,0,0,3,36,14,30,31.3,388072,200.3,31.8,340425,1032932,1164810,1026252
29.8,166.5,82.0,509779,88.2,7.78,3.83,17.8,Ubungo,1,2022,5,Hot,1,0,3,36,14,30,31.3,388072,155.6,29.0,1026252,699176,342816,1962560
20.1,87.6,79.9,148487,189.6,8.2,4.19,85.3,Ubungo,2,2022,1,Hot,0,0,3,36,14,30,31.3,388072,50.3,19.7,1962560,340425,1860319,373015
30.1,66.1,75.0,456001,60.6,6.68,2.25,42.4,Ubungo,3,2022,1,Rainy,0,0,3,36,14,30,31.3,388072,95.0,28.9,373015,1026252,1032932,1540287
22.1,292.9,51.7,458947,142.8,7.84,4.95,95.4,Ubungo,4,2022,4,Rainy,0,0,3,36,14,30,31.3,388072,203.9,23.0,1540287,1962560,699176,1087041
32.0,220.6,70.3,124660,57.1,7.94,2.68,31.4,Ubungo,5,2022,6,Rainy,1,0,3,36,14,30,31.3,388072,231.8,33.2,1087041,373015,340425,254905
22.6,241.2,71.2,494034,155.7,8.2,3.05,37.8,Ubungo,6,2022,2,Dry,0,0,3,36,14,30,31.3,388072,123.5,21.8,254905,1540287,1026252,1468273
32.7,203.9,43.3,433949,45.2,8.09,1.01,42.9,Ubungo,7,2022,4,Dry,0,0,3,36,14,30,31.3,388072,263.0,33.9,1468273,1087041,1962560,1554061
24.1,269.9,86.4,137291,11.4,7.2,1.35,72.7,Ubungo,8,2022,0,Dry,0,0,3,36,14,30,31.3,388072,392.2,23.2,1554061,254905,373015,221462
31.7,249.5,69.7,344069,46.2,7.23,4.7,52.7,Ubungo,9,2022,3,Dry,0,1,3,36,14,30,31.3,388072,310.8,32.7,221462,1468273,1540287,1132652
21.6,99.4,89.7,243903,160.8,6.77,2.46,95.6,Ubungo,10,2022,5,Dry,1,0,3,36,14,30,31.3,388072,81.5,21.5,1132652,1554061,1087041,845676
32.7,287.4,62.9,374368,39.5,8.37,1.63,49.4,Ubungo,11,2022,1,Rainy,0,0,3,36,14,30,31.3,388072,252.8,31.9,845676,221462,254905,1247328
31.7,74.9,44.9,77607,110.3,7.71,1.67,93.1,Ubungo,12,2022,3,Short Rains,0,0,3,36,14,30,31.3,388072,60.7,32.2,1247328,1132652,1468273,186946
33.5,33.6,84.1,340495,20.8,6.74,2.54,65.7,Ubungo,1,2023,6,Hot,1,0,3,36,14,30,31.3,388072,23.1,33.6,186946,845676,1554061,956218
31.8,281.3,75.8,484787,174.5,7.92,3.0,23.3,Ubungo,2,2023,2,Hot,0,0,3,36,14,30,31.3,388072,230.3,32.5,956218,1247328,221462,1121011
29.6,264.0,57.1,326394,190.2,7.63,2.85,95.5,Ubungo,3,2023,2,Rainy,0,0,3,36,14,30,31.3,388072,195.3,29.0,1121011,186946,1132652,711314
24.4,227.4,56.8,132096,120.0,7.46,0.71,16.1,Ubungo,4,2023,5,Rainy,1,0,3,36,14,30,31.3,388072,286.8,25.0,711314,956218,845676,293499
26.9,155.9,70.6,322544,40.6,7.97,0.86,15.2,Ubungo,5,2023,0,Rainy,0,0,3,36,14,30,31.3,388072,232.6,27.3,293499,1121011,1247328,1111754
34.7,207.0,47.4,531884,11.3,7.96,2.27,92.6,Ubungo,6,2023,3,Dry,0,0,3,36,14,30,31.3,388072,216.7,34.3,1111754,711314,186946,1475532
34.7,270.2,52.7,431883,169.0,7.44,2.83,15.5,Ubungo,7,2023,5,Dry,1,0,3,36,14,30,31.3,388072,186.6,36.1,1475532,293499,956218,1502914
26.1,35.9,45.0,206322,128.9,8.21,2.3,10.9,Ubungo,8,2023,1,Dry,0,0,3,36,14,30,31.3,388072,23.8,25.1,1502914,1111754,1121011,664094
31.0,195.4,56.9,294917,13.5,7.86,2.78,74.4,Ubungo,9,2023,4,Dry,0,0,3,36,14,30,31.3,388072,160.5,31.8,664094,1475532,711314,980512
32.5,28.3,86.9,239383,186.8,8.43,2.28,71.8,Ubungo,10,2023,6,Dry,1,0,3,36,14,30,31.3,388072,29.9,33.2,980512,1502914,293499,869311
33.9,185.6,80.2,260588,39.6,7.17,2.04,34.9,Ubungo,11,2023,2,Rainy,0,0,3,36,14,30,31.3,388072,142.2,33.5,869311,664094,1111754,839308
23.7,138.6,47.7,160405,166.2,8.13,0.81,68.9,Ubungo,12,2023,4,Short Rains,0,1,3,36,14,30,31.3,388072,152.1,24.8,839308,980512,1475532,470165
27.6,155.9,53.2,306564,105.6,8.32,4.12,95.8,Ubungo,1,2024,0,Hot,0,0,3,36,14,30,31.3,388072,164.5,27.1,470165,869311,1502914,989850
33.0,10.9,47.5,133107,68.5,7.64,1.81,64.2,Ubungo,2,2024,3,Hot,0,0,3,36,14,30,31.3,388072,12.5,32.1,989850,839308,664094,449786
28.8,78.6,50.0,88475,35.5,8.23,3.26,91.3,Ubungo,3,2024,4,Rainy,0,0,3,36,14,30,31.3,388072,99.3,30.0,449786,470165,980512,315749
30.0,168.8,89.4,187243,10.2,6.69,2.33,20.9,Ubungo,4,2024,0,Rainy,0,0,3,36,14,30,31.3,388072,176.0,30.6,315749,989850,869311,462906
34.0,206.6,69.8,188721,198.5,7.29,4.54,75.4,Ubungo,5,2024,2,Rainy,0,0,3,36,14,30,31.3,388072,159.2,33.4,462906,449786,839308,601225
30.6,219.1,91.6,402873,169.7,6.63,2.62,85.4,Ubungo,6,2024,5,Dry,1,0,3,36,14,30,31.3,388072,113.1,30.2,601225,315749,470165,1306235
34.1,230.2,53.3,300486,76.5,8.03,0.69,61.5,Ubungo,7,2024,0,Dry,0,0,3,36,14,30,31.3,388072,254.6,33.3,1306235,462906,989850,837586
31.0,296.6,73.9,143059,44.2,6.53,0.92,50.1,Ubungo,8,2024,3,Dry,0,0,3,36,14,30,31.3,388072,342.0,30.7,837586,601225,449786,270112
26.1,269.0,41.6,339200,50.3,8.38,2.41,30.9,Ubungo,9,2024,6,Dry,1,0,3,36,14,30,31.3,388072,342.0,25.9,270112,1306235,315749,839794
23.7,201.8,53.5,245682,34.8,8.36,4.79,78.5,Ubungo,10,2024,1,Dry,0,0,3,36,14,30,31.3,388072,252.7,23.8,839794,837586,462906,864434
28.9,164.1,62.1,461053,29.7,6.55,2.4,33.2,Ubungo,11,2024,4,Rainy,0,0,3,36,14,30,31.3,388072,120.7,28.2,864434,270112,601225,1630343
34.9,71.4,72.9,456804,173.0,7.53,1.41,47.6,Ubungo,12,2024,6,Short Rains,1,0,3,36,14,30,31.3,388072,52.2,36.5,1630343,839794,1306235,1156051
34.1,98.6,89.2,128682,122.8,6.59,4.16,47.7,Arusha,1,2005,5,Hot,1,0,1,98,80,26,15.4,331451,126.3,34.2,452225,413955,389613,469624
33.1,204.2,61.1,155383,68.9,8.11,0.85,88.2,Arusha,2,2005,1,Hot,0,0,1,98,80,26,15.4,331451,122.9,33.3,469624,609485,642232,550522
34.9,120.2,40.9,471090,192.6,8.04,3.73,11.0,Arusha,3,2005,1,Rainy,0,0,1,98,80,26,15.4,331451,79.5,35.6,550522,1432533,1106731,1253593
23.2,88.3,83.8,221408,164.0,7.25,2.38,98.7,Arusha,4,2005,4,Rainy,0,0,1,98,80,26,15.4,331451,78.4,22.7,1253593,469624,685912,732066
26.9,95.9,49.2,189818,192.3,8.0,2.05,33.6,Arusha,5,2005,6,Rainy,1,0,1,98,80,26,15.4,331451,130.3,28.0,732066,550522,479598,567351
20.8,218.1,74.0,247918,56.3,7.18,2.43,62.5,Arusha,6,2005,2,Dry,0,0,1,98,80,26,15.4,331451,231.7,21.4,567351,1253593,899521,750540
30.6,83.5,47.5,193047,32.9,7.8,3.54,15.0,Arusha,7,2005,4,Dry,0,0,1,98,80,26,15.4,331451,53.4,30.5,750540,732066,469624,589129
30.2,172.1,81.4,65796,79.0,6.85,3.11,99.3,Arusha,8,2005,0,Dry,0,0,1,98,80,26,15.4,331451,177.4,29.5,589129,567351,550522,249846
31.3,290.6,77.9,227641,15.2,6.7,4.14,36.8,Arusha,9,2005,3,Dry,0,0,1,98,80,26,15.4,331451,393.0,32.5,249846,750540,1253593,729954
31.9,203.5,59.6,174145,82.5,8.29,4.8,89.0,Arusha,10,2005,5,Dry,1,0,1,98,80,26,15.4,331451,117.6,31.3,729954,589129,732066,488266
27.5,37.0,66.7,353367,119.8,7.43,3.0,40.6,Arusha,11,2005,1,Rainy,0,0,1,98,80,26,15.4,331451,48.3,27.5,488266,249846,567351,992845
21.3,51.3,68.9,434696,124.4,7.61,2.05,81.0,Arusha,12,2005,3,Short Rains,0,0,1,98,80,26,15.4,331451,63.9,20.6,992845,729954,750540,1221583
32.4,147.4,93.7,107131,183.2,6.87,3.82,60.2,Arusha,1,2006,6,Hot,1,0,1,98,80,26,15.4,331451,127.0,31.1,1221583,488266,589129,425173
32.9,194.7,77.4,68023,16.6,7.14,3.01,45.1,Arusha,2,2006,2,Hot,0,1,1,98,80,26,15.4,331451,201.5,32.0,425173,992845,249846,238244
32.0,273.7,84.8,498300,14.0,8.33,0.99,95.5,Arusha,3,2006,2,Rainy,0,0,1,98,80,26,15.4,331451,183.3,31.8,238244,1221583,729954,1726227
34.3,125.0,44.3,466554,86.8,7.58,3.16,44.4,Arusha,4,2006,5,Rainy,1,0,1,98,80,26,15.4,331451,102.2,33.5,1726227,425173,488266,1406558
34.1,170.7,84.6,127381,97.9,7.58,3.11,80.1,Arusha,5,2006,0,Rainy,0,0,1,98,80,26,15.4,331451,250.0,33.2,1406558,238244,992845,419685
24.1,255.7,93.9,329196,39.7,7.45,1.1,38.1,Arusha,6,2006,3,Dry,0,0,1,98,80,26,15.4,331451,221.7,24.8,419685,1726227,1221583,981618
32.3,72.2,59.7,186553,132.8,6.6,3.08,18.5,Arusha,7,2006,5,Dry,1,0,1,98,80,26,15.4,331451,48.8,32.3,981618,1406558,425173,569769
22.3,198.5,91.4,74883,195.7,7.46,0.64,87.0,Arusha,8,2006,1,Dry,0,0,1,98,80,26,15.4,331451,214.6,22.3,569769,419685,238244,174481
21.5,73.3,61.5,268441,104.8,6.99,4.56,71.4,Arusha,9,2006,4,Dry,0,0,1,98,80,26,15.4,331451,44.0,22.6,174481,981618,1726227,1021634
25.9,244.9,93.3,141293,141.9,7.45,1.34,22.0,Arusha,10,2006,6,Dry,1,0,1,98,80,26,15.4,331451,233.8,25.3,1021634,569769,1406558,477305
23.1,112.3,51.3,249984,150.2,6.99,2.46,85.0,Arusha,11,2006,2,Rainy,0,0,1,98,80,26,15.4,331451,95.2,23.6,477305,174481,419685,788059
31.2,19.1,53.4,252724,68.3,7.54,1.04,63.2,Arusha,12,2006,4,Short Rains,0,0,1,98,80,26,15.4,331451,16.1,31.2,788059,1021634,981618,762719
32.5,150.4,61.1,250744,184.0,7.87,2.18,83.0,Arusha,1,2007,0,Hot,0,0,1,98,80,26,15.4,331451,208.8,31.7,762719,477305,569769,927064
26.7,286.7,47.1,126953,71.8,8.5,1.85,40.2,Arusha,2,2007,3,Hot,0,0,1,98,80,26,15.4,331451,219.0,27.4,927064,788059,174481,286249
30.4,283.8,44.3,435493,188.6,6.98,1.91,81.5,Arusha,3,2007,3,Rainy,0,0,1,98,80,26,15.4,331451,340.6,30.5,286249,762719,1021634,1347528
20.3,14.5,71.6,465551,50.7,7.58,0.52,87.1,Arusha,4,2007,6,Rainy,1,0,1,98,80,26,15.4,331451,15.4,19.6,1347528,927064,477305,1756869
30.0,137.2,43.6,147465,106.8,8.26,1.7,91.2,Arusha,5,2007,1,Rainy,0,1,1,98,80,26,15.4,331451,180.5,30.7,1756869,286249,788059,604711
34.1,5.5,71.1,217707,54.4,7.05,4.14,60.2,Arusha,6,2007,4,Dry,0,0,1,98,80,26,15.4,331451,4.1,33.4,604711,1347528,762719,793780
31.7,241.4,82.6,97998,62.8,8.07,2.8,53.6,Arusha,7,2007,6,Dry,1,1,1,98,80,26,15.4,331451,281.0,32.5,793780,1756869,927064,267447
33.7,203.2,87.4,156761,155.6,8.2,3.34,63.2,Arusha,8,2007,2,Dry,0,0,1,98,80,26,15.4,331451,151.0,33.0,267447,604711,286249,545640
25.3,83.8,43.0,215264,47.8,8.26,0.91,28.2,Arusha,9,2007,5,Dry,1,0,1,98,80,26,15.4,331451,45.3,24.6,545640,793780,1347528,806371
28.1,169.1,45.6,78144,123.9,8.09,2.47,50.0,Arusha,10,2007,0,Dry,0,0,1,98,80,26,15.4,331451,196.6,27.9,806371,267447,1756869,275110
24.3,56.0,45.4,500510,56.7,7.02,2.6,39.2,Arusha,11,2007,3,Rainy,0,0,1,98,80,26,15.4,331451,33.1,25.1,275110,545640,604711,1885478
27.8,213.3,89.5,499320,139.4,7.91,2.67,54.6,Arusha,12,2007,5,Short Rains,1,0,1,98,80,26,15.4,331451,318.7,27.1,1885478,806371,793780,1576748
30.2,197.6,42.6,186534,37.1,8.34,3.07,36.8,Arusha,1,2008,1,Hot,0,0,1,98,80,26,15.4,331451,147.1,31.5,1576748,275110,267447,598702
22.9,243.8,78.5,443883,170.3,7.57,1.84,81.7,Arusha,2,2008,4,Hot,0,0,1,98,80,26,15.4,331451,167.7,22.0,598702,1885478,545640,1456918
24.3,51.5,59.1,179850,130.7,7.64,0.75,87.2,Arusha,3,2008,5,Rainy,1,0,1,98,80,26,15.4,331451,66.2,25.4,1456918,1576748,806371,776506
27.0,270.9,63.6,340636,180.9,7.13,4.03,81.4,Arusha,4,2008,1,Rainy,0,0,1,98,80,26,15.4,331451,312.2,27.0,776506,598702,275110,917318
32.0,167.4,87.5,369301,35.4,6.68,4.11,47.0,Arusha,5,2008,3,Rainy,0,0,1,98,80,26,15.4,331451,182.0,32.4,917318,1456918,1885478,1335302
24.8,293.3,72.3,391542,65.4,7.92,0.5,39.6,Arusha,6,2008,6,Dry,1,0,1,98,80,26,15.4,331451,348.8,23.6,1335302,776506,1576748,1269930
28.4,235.6,43.4,98208,21.0,7.18,1.47,91.2,Arusha,7,2008,1,Dry,0,0,1,98,80,26,15.4,331451,309.3,28.6,1269930,917318,598702,346239
26.6,94.0,64.0,233218,28.3,6.76,0.98,95.3,Arusha,8,2008,4,Dry,0,0,1,98,80,26,15.4,331451,48.8,27.3,346239,1335302,1456918,823165
24.1,6.9,65.8,446291,172.5,7.58,2.39,68.7,Arusha,9,2008,0,Dry,0,0,1,98,80,26,15.4,331451,8.5,23.3,823165,1269930,776506,1539971
21.7,178.2,56.4,478408,78.4,8.11,4.37,84.7,Arusha,10,2008,2,Dry,0,0,1,98,80,26,15.4,331451,91.1,21.3,1539971,346239,917318,1799840
28.3,0.4,45.5,91904,102.9,7.41,1.53,91.5,Arusha,11,2008,5,Rainy,1,0,1,98,80,26,15.4,331451,0.3,29.3,1799840,823165,1335302,358044
26.5,185.4,85.6,350915,166.9,8.18,2.1,79.4,Arusha,12,2008,0,Short Rains,0,0,1,98,80,26,15.4,331451,130.2,25.4,358044,1539971,1269930,949053
34.8,222.6,56.2,347675,178.1,8.22,3.72,27.6,Arusha,1,2009,3,Hot,0,0,1,98,80,26,15.4,331451,128.6,36.5,949053,1799840,346239,1160454
26.7,224.2,55.2,59665,30.4,7.91,1.88,82.7,Arusha,2,2009,6,Hot,1,0,1,98,80,26,15.4,331451,196.8,26.8,1160454,358044,823165,195247
26.3,227.6,43.4,239168,199.5,7.89,4.1,74.4,Arusha,3,2009,6,Rainy,1,0,1,98,80,26,15.4,331451,322.7,25.3,195247,949053,1539971,919799
28.2,209.4,61.4,446704,132.4,7.28,4.63,71.0,Arusha,4,2009,2,Rainy,0,0,1,98,80,26,15.4,331451,200.7,29.1,919799,1160454,1799840,1400479
25.8,42.4,88.2,300957,167.6,8.38,2.42,99.4,Arusha,5,2009,4,Rainy,0,0,1,98,80,26,15.4,331451,51.1,25.0,1400479,195247,358044,1002624
32.7,222.8,47.2,430945,134.9,7.92,1.55,67.5,Arusha,6,2009,0,Dry,0,0,1,98,80,26,15.4,331451,309.5,33.7,1002624,919799,949053,1315374
21.9,224.3,57.2,288595,73.0,7.94,1.37,77.3,Arusha,7,2009,2,Dry,0,0,1,98,80,26,15.4,331451,204.6,21.6,1315374,1400479,1160454,1072592
22.2,11.0,71.0,166725,75.2,7.33,2.05,53.1,Arusha,8,2009,5,Dry,1,0,1,98,80,26,15.4,331451,15.0,21.8,1072592,1002624,195247,574074
34.6,108.0,93.4,424538,115.6,6.84,1.01,39.7,Arusha,9,2009,1,Dry,0,0,1,98,80,26,15.4,331451,62.9,34.7,574074,1315374,919799,1655512
30.3,134.2,81.9,315961,52.2,7.61,3.03,53.4,Arusha,10,2009,3,Dry,0,0,1,98,80,26,15.4,331451,108.8,29.1,1655512,1072592,1400479,977236
21.2,226.7,68.5,386614,151.4,6.68,3.53,21.7,Arusha,11,2009,6,Rainy,1,0,1,98,80,26,15.4,331451,218.6,21.6,977236,574074,1002624,1176684
28.6,5.3,53.6,406289,15.1,8.09,1.9,15.4,Arusha,12,2009,1,Short Rains,0,0,1,98,80,26,15.4,331451,7.3,27.9,1176684,1655512,1315374,1643555
31.5,132.4,79.4,374466,70.1,7.9,2.75,99.1,Arusha,1,2010,4,Hot,0,0,1,98,80,26,15.4,331451,184.0,31.1,1643555,977236,1072592,1398904
29.8,288.5,40.2,478954,163.7,8.18,4.17,34.1,Arusha,2,2010,0,Hot,0,0,1,98,80,26,15.4,331451,157.7,28.3,1398904,1176684,574074,1158512
26.0,269.5,43.5,263809,113.9,8.45,4.88,72.8,Arusha,3,2010,0,Rainy,0,0,1,98,80,26,15.4,331451,263.6,26.5,1158512,1643555,1655512,947553
27.6,266.0,44.1,476898,57.3,7.16,4.84,85.4,Arusha,4,2010,3,Rainy,0,0,1,98,80,26,15.4,331451,169.2,26.7,947553,1398904,977236,1739067
34.7,174.8,83.9,444763,64.2,7.5,2.75,68.3,Arusha,5,2010,5,Rainy,1,0,1,98,80,26,15.4,331451,204.3,33.3,1739067,1158512,1176684,1398769
35.0,179.9,77.2,448672,127.3,7.57,1.51,42.9,Arusha,6,2010,1,Dry,0,0,1,98,80,26,15.4,331451,144.3,36.7,1398769,947553,1643555,1501427
21.1,4.3,49.5,251890,139.4,7.0,0.63,27.5,Arusha,7,2010,3,Dry,0,0,1,98,80,26,15.4,331451,4.5,21.2,1501427,1739067,1398904,827004
29.6,57.3,74.4,204680,37.8,7.85,4.21,73.5,Arusha,8,2010,6,Dry,1,0,1,98,80,26,15.4,331451,42.0,30.6,827004,1398769,1158512,716448
31.3,261.2,83.3,169691,61.1,7.84,2.03,21.6,Arusha,9,2010,2,Dry,0,0,1,98,80,26,15.4,331451,195.0,32.6,716448,1501427,947553,581736
23.6,149.3,88.6,316876,185.1,6.55,1.35,57.0,Arusha,10,2010,4,Dry,0,0,1,98,80,26,15.4,331451,181.3,23.4,581736,827004,1739067,936825
33.1,240.1,60.9,277803,141.1,7.13,1.44,30.8,Arusha,11,2010,0,Rainy,0,0,1,98,80,26,15.4,331451,267.7,34.1,936825,716448,1398769,1037833
24.5,114.8,91.3,456810,195.6,7.25,0.89,61.4,Arusha,12,2010,2,Short Rains,0,0,1,98,80,26,15.4,331451,72.7,25.2,1037833,581736,1501427,1413627
23.5,257.5,63.2,77662,76.1,7.06,4.21,35.0,Arusha,1,2011,5,Hot,1,0,1,98,80,26,15.4,331451,258.9,23.5,1413627,936825,827004,163250
33.3,8.8,91.6,212853,112.3,7.45,4.96,15.7,Arusha,2,2011,1,Hot,0,0,1,98,80,26,15.4,331451,12.2,34.1,163250,1037833,716448,826858
29.5,106.3,42.6,493939,38.1,6.89,4.91,70.5,Arusha,3,2011,1,Rainy,0,0,1,98,80,26,15.4,331451,104.5,31.0,826858,1413627,581736,1295286
23.6,216.7,94.5,86944,147.7,8.35,3.88,93.5,Arusha,4,2011,4,Rainy,0,0,1,98,80,26,15.4,331451,273.3,24.4,1295286,163250,936825,290213
25.4,89.0,83.4,404834,46.8,7.04,2.15,54.1,Arusha,5,2011,6,Rainy,1,0,1,98,80,26,15.4,331451,107.5,26.7,290213,826858,1037833,1449992
29.4,24.7,46.0,388972,161.9,6.51,3.7,53.2,Arusha,6,2011,2,Dry,0,0,1,98,80,26,15.4,331451,30.2,30.8,1449992,1295286,1413627,1455937
31.9,198.4,70.8,285591,30.0,7.38,4.43,36.0,Arusha,7,2011,4,Dry,0,0,1,98,80,26,15.4,331451,113.0,33.4,1455937,290213,163250,729420
26.1,158.6,45.6,198775,163.2,8.27,1.84,31.1,Arusha,8,2011,0,Dry,0,0,1,98,80,26,15.4,331451,144.7,26.1,729420,1449992,826858,531813
31.9,36.5,55.1,157519,134.9,8.38,0.7,10.9,Arusha,9,2011,3,Dry,0,0,1,98,80,26,15.4,331451,36.0,33.0,531813,1455937,1295286,693107
